id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7893,North Williams 2brm Home,21489,Jesse,,Piedmont,45.575478987075435,-122.66677723241864,Entire home/apt,175,3,2,2014-08-12,0.02,1,0
12899,"Alberta Arts - 2 bedroom apt, charming 1906 house",49682,Ali And David,,Concordia,45.564009704106944,-122.6347169475799,Private room,65,2,466,2018-05-06,4.61,1,270
16688,"Beautiful condo in downtown Pearl, NW Portland",64840,Ashish,,Pearl,45.52541792712173,-122.6855655732488,Entire home/apt,295,2,23,2018-05-07,1.82,1,326
25200,Flamenco Dream :: hip mississippi ave.,104038,The Arias Clan,,Humboldt,45.55674958351389,-122.67783932796249,Private room,81,3,29,2018-02-19,0.30,3,179
26203,Bluebird @ hip mississippi ave,104038,The Arias Clan,,Humboldt,45.55696463838411,-122.67565589323581,Private room,81,3,26,2018-04-06,0.27,3,109
29931,Lovely 3br SW Victorian w/ Hot Tub,79786,Ken,,Hayhurst,45.48278164171082,-122.72089109664392,Entire home/apt,200,2,49,2018-03-29,0.51,3,219
37676,Mt. Hood View in the Pearl District,162158,Paul,,Pearl,45.52555361687026,-122.68193014239843,Entire home/apt,175,6,108,2017-10-16,1.14,1,326
39938,"Close to Airport, Downtown, Great Restaurants! (1)",171371,Sarah,,Woodlawn,45.574279062191216,-122.6459426659278,Private room,29,1,211,2018-05-07,5.46,3,318
41601,Grandpa's Bunkhouse-Backyard Studio,179045,Jean,,Roseway,45.54935295226489,-122.58425487728277,Entire home/apt,70,3,158,2018-03-05,1.67,2,356
42347,Portland is Accessible!,184886,Sharon,,Laurelhurst,45.52211189166995,-122.63146844306422,Private room,55,2,160,2018-05-07,1.70,1,85
45890,Auntie's Hideaway--Daylight Downstairs Studio,179045,Jean,,Roseway,45.54889230286,-122.58553680412383,Entire home/apt,61,3,138,2018-04-29,1.65,2,360
53939,Central East Side: comfy suite,206917,Sue,,Kerns,45.528174206260026,-122.63581985893188,Private room,59,3,62,2018-02-17,1.23,2,357
53940,"Central E. Side: light, airy haven",206917,Sue,,Kerns,45.525315106742354,-122.6327176209322,Private room,77,3,40,2018-05-01,1.09,2,354
59425,Beautiful Alberta Arts Basement Apt,285416,Pauly & Myra,,Vernon,45.56180532625343,-122.65096864956254,Entire home/apt,95,2,11,2012-11-16,0.13,1,74
61677,Large Peaceful Double Room w Charm: upstairs Reed.,298438,Deborah,,Reed,45.488453338060964,-122.62632966213748,Private room,49,2,101,2018-05-13,1.15,1,289
64557,Sunny SW Artist Studio w/ Hot Tub,79786,Ken,,Hayhurst,45.48294237762957,-122.71921538542263,Entire home/apt,90,31,45,2018-02-21,0.50,3,97
65466,Mt. Tabor Bungalow,170035,Scott,,Mt. Tabor,45.50661392693235,-122.60892070183002,Private room,60,2,120,2018-05-06,2.07,1,342
66944,"Hip, Lively Neighborhood, Spacious Apt.",329173,Kevin,,Boise,45.55078431306171,-122.67491542364492,Entire home/apt,175,2,200,2018-04-15,2.28,1,321
67532,Friendly Room in N. Portland-Walk to Light Rail,333173,Kathy,,Arbor Lodge,45.57099939213224,-122.68367773356717,Private room,40,1,112,2017-09-25,1.26,2,174
69978,One Bedroom/Outside Sauna!,352812,Santha And Michael,,Irvington,45.54067414657943,-122.6573921765829,Private room,75,3,204,2018-04-25,2.69,1,341
70572,1926 Colonial in Alameda w/ Views,358269,Serena And Justin,,Sabin,45.552960920747026,-122.64219322263965,Entire home/apt,219,1,14,2015-11-15,0.16,1,200
75460,"Close in, private apartment ",250400,Dan,,Kerns,45.525733761783385,-122.63658512960586,Entire home/apt,75,2,375,2018-05-07,4.27,2,237
77522,"Comfy Suite Near Reed College, Hot Tub, Pets OK",345461,Diane,,Eastmoreland,45.46992466746874,-122.63217674127986,Private room,55,2,62,2018-03-30,0.81,1,182
78509,Powell Butte-City Views- Maple Room,421792,Jesse,,Powellhurst-Gilbert,45.48608392978329,-122.52273041761627,Private room,60,1,42,2018-05-01,0.49,5,245
85860,Corner Caravan,104038,The Arias Clan,,Humboldt,45.555930544751355,-122.67589458094116,Entire home/apt,145,2,3,2015-06-09,0.04,3,347
93613,Sunny Queen Room FUN Alberta Arts,501715,Teresa,,Sabin,45.55479808067022,-122.65160304559913,Private room,43,5,62,2017-08-14,0.77,5,255
94500,Room in Vintage Alberta Bungalow,499386,James,,Beaumont-Wilshire,45.55747653730152,-122.63037719254734,Private room,59,2,150,2017-11-12,1.77,1,164
95313,Warm+Cozy Apt nr Dining/Alberta/Bus,507756,Andrée,,Woodlawn,45.5737042170358,-122.65064195378089,Entire home/apt,69,1,364,2018-05-05,4.27,5,151
95557,Egregiously SE Portland #2 Clinton,51949,Amy,,Hosford-Abernethy,45.50455964072613,-122.64692589325853,Entire home/apt,200,2,178,2018-02-20,2.10,1,295
99355,Beautiful Apt near City Center!,523311,Mark,,Irvington,45.538952464772684,-122.65155543322967,Entire home/apt,165,1,97,2018-04-22,1.28,2,241
114086,Bright Friendly Home- Alberta Arts,501715,Teresa,,Sabin,45.554837020269964,-122.65114399545072,Private room,23,5,54,2017-11-18,0.65,5,255
115223,Sellwood Guest Studio-Private Entry,238142,Rose,,Sellwood-Moreland Improvement League,45.46782655739054,-122.65556791421501,Entire home/apt,69,2,65,2018-05-04,0.78,2,213
117969,Beautiful Newly-Remodeled Apartment,589016,Steve,,Richmond,45.50987636907298,-122.63130147728755,Entire home/apt,110,2,131,2018-05-13,3.63,2,130
131088,Second floor garden apartment ,2513602,Jeannette,,Cully,45.5602812976037,-122.6171008420988,Entire home/apt,81,2,37,2018-04-22,0.64,2,300
134282,A Foodie's Paradise & Everyone's Playground!,659137,Anjali,,Boise,45.55205428561836,-122.67517162385428,Entire home/apt,116,3,35,2018-01-14,0.43,3,26
139344,La Palapa!,679623,Emilie,,Humboldt,45.5585541021643,-122.66996914730194,Entire home/apt,100,1,114,2018-05-06,1.38,1,32
140614,Bright bsmt apartment near Alberta,491587,Jeanne,,Concordia,45.56577105035987,-122.6408768275586,Entire home/apt,110,4,53,2017-03-25,0.63,4,365
143483,Garden Hideaway near City Center!,523311,Mark,,Irvington,45.54028688437054,-122.65006092068198,Entire home/apt,99,1,69,2018-04-03,0.87,2,246
145199,"Upstairs, studio with bath, fridge",683139,Amy,,Montavilla,45.53007914813224,-122.59075405336085,Private room,65,3,61,2017-12-28,0.73,1,365
156479,A/C Cool in St. Johns. Private Bathroom . Pets OK,30820,Buff Medb,,Portsmouth,45.58739433607868,-122.72526391242052,Private room,58,2,11,2016-10-09,0.19,1,348
