id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7893,North Williams 2brm Home,21489,Jesse,,Piedmont,45.57547899,-122.6667772,Entire home/apt,175,3,2,8/12/2014,0.02,1,89
12899,"Alberta Arts 2 bedroom suite, charming 1906 house",49682,Ali And David,,Concordia,45.5640097,-122.6347169,Private room,65,2,506,12/3/2018,4.63,1,0
16688,"Beautiful condo in downtown Pearl, NW Portland",64840,Ashish,,Pearl,45.52541793,-122.6855656,Entire home/apt,275,2,47,12/31/2018,2.26,1,339
29931,Lovely SW Victorian w/Bonus Room and Hot Tub,79786,Ken,,Hayhurst,45.48278164,-122.7208911,Entire home/apt,200,2,51,7/1/2018,0.49,3,203
37676,Mt. Hood View in the Pearl District,162158,Paul,,Pearl,45.52555362,-122.6819301,Entire home/apt,175,6,113,12/12/2018,1.09,1,280
39938,420 Friendly - Close to Downtown & Airport!,171371,Sarah,,Woodlawn,45.57427906,-122.6459427,Private room,29,1,251,12/26/2018,5.36,3,365
41601,Grandpa's Bunkhouse-Backyard Studio,179045,Jean,,Roseway,45.54935295,-122.5842549,Entire home/apt,70,2,192,12/19/2018,1.87,2,363
45890,Auntie's Hideaway--Daylight Downstairs Studio,179045,Jean,,Roseway,45.5488923,-122.5855368,Entire home/apt,61,2,167,1/6/2019,1.82,2,365
53939,Central East Side: comfy suite,206917,Sue,,Kerns,45.52817421,-122.6358199,Private room,61,3,74,9/3/2018,1.27,2,358
53940,"Central E. Side: light, airy haven",206917,Sue,,Kerns,45.52531511,-122.6327176,Private room,78,3,46,8/24/2018,1.03,2,358
59425,Beautiful Alberta Arts Basement Apt,285416,Pauly & Myra,,Vernon,45.56180533,-122.6509686,Entire home/apt,95,2,11,11/16/2012,0.12,1,319
61677,Large Peaceful Double Room w Charm: upstairs Reed.,298438,Deborah,,Reed,45.48845334,-122.6263297,Private room,31,6,108,1/3/2019,1.12,2,329
61893,"NW 23rd, Nob Hill gem — Walk to everything",300391,Matt,,Goose Hollow,45.5220843,-122.699794,Entire home/apt,60,31,4,10/14/2018,0.15,1,286
64557,Sunny SW Artist Studio w/ Hot Tub,79786,Ken,,Hayhurst,45.48294238,-122.7192154,Entire home/apt,90,31,45,2/21/2018,0.46,3,160
65466,Mt. Tabor Bungalow,170035,Scott,,Mt. Tabor,45.50661393,-122.6089207,Private room,60,2,141,10/29/2018,2.13,1,359
66944,"Hip, Lively Neighborhood, Spacious Apt.",329173,Kevin,,Boise,45.55078431,-122.6749154,Entire home/apt,175,2,223,12/30/2018,2.33,1,350
67036,Historic Home Located in Central City,329777,Will,,Sullivan's Gulch,45.53195155,-122.6448252,Entire home/apt,425,3,22,11/12/2018,0.23,1,322
69978,One Bedroom/Outside Sauna!,352812,Santha And Michael,,Irvington,45.54067415,-122.6573922,Private room,75,2,220,10/22/2018,2.62,1,349
70572,1926 Colonial in Alameda w/ Views,358269,Serena And Justin,,Sabin,45.55296092,-122.6421932,Entire home/apt,239,1,15,8/5/2018,0.16,1,326
75460,"Close in, private apartment",250400,Dan,,Kerns,45.52573376,-122.6365851,Entire home/apt,75,2,400,11/4/2018,4.17,2,31
77522,"Comfy Suite Near Reed College, , Pets OK",345461,Diane,,Eastmoreland,45.46992467,-122.6321767,Private room,55,2,68,10/21/2018,0.8,1,233
78509,Powell Butte-City Views- Maple Room,421792,Jesse,,Powellhurst-Gilbert,45.48608393,-122.5227304,Private room,60,1,46,9/14/2018,0.49,4,302
93613,Sunny Queen Room FUN Alberta Arts,501715,Teresa,,Sabin,45.55479808,-122.651603,Private room,43,5,62,8/14/2017,0.7,5,351
