id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7893,North Williams 2brm Home,21489,Jesse,,Piedmont,45.575478987075435,-122.66677723241864,Entire home/apt,175,3,2,2014-08-12,0.02,1,0
12899,"Alberta Arts 2 bedroom suite, charming 1906 house",49682,Ali And David,,Concordia,45.564009704106944,-122.6347169475799,Private room,65,2,492,2018-09-11,4.68,1,288
16688,"Beautiful condo in downtown Pearl, NW Portland",64840,Ashish,,Pearl,45.52541792712173,-122.6855655732488,Entire home/apt,275,2,36,2018-09-09,2.15,1,344
25200,Flamenco Dream :: hip mississippi ave.,104038,Garden,,Humboldt,45.55674958351389,-122.67783932796249,Private room,69,7,32,2018-08-20,0.32,7,179
26203,Bluebird @ hip mississippi ave,104038,Garden,,Humboldt,45.55696463838411,-122.67565589323581,Private room,69,30,26,2018-05-22,0.26,7,163
29931,Lovely 3br SW Victorian w/ Hot Tub,79786,Ken,,Hayhurst,45.48278164171082,-122.72089109664392,Entire home/apt,200,2,51,2018-07-01,0.51,3,288
37676,Mt. Hood View in the Pearl District,162158,Paul,,Pearl,45.52555361687026,-122.68193014239843,Entire home/apt,175,6,112,2018-08-24,1.13,1,325
39938,"Near Airport, Downtown, Great Restaurants! (#1)",171371,Sarah,,Woodlawn,45.574279062191216,-122.6459426659278,Private room,29,1,243,2018-09-09,5.69,3,353
41601,Grandpa's Bunkhouse-Backyard Studio,179045,Jean,,Roseway,45.54935295226489,-122.58425487728277,Entire home/apt,70,1,167,2018-08-26,1.69,2,363
42347,Portland is Accessible!,184886,Sharon,,Laurelhurst,45.52211189166995,-122.63146844306422,Private room,55,2,171,2018-09-03,1.74,1,104
45890,Auntie's Hideaway--Daylight Downstairs Studio,179045,Jean,,Roseway,45.54889230286,-122.58553680412383,Entire home/apt,61,1,151,2018-09-08,1.72,2,362
53939,Central East Side: comfy suite,206917,Sue,,Kerns,45.528174206260026,-122.63581985893188,Private room,61,3,73,2018-08-27,1.34,2,363
